,full_text,user,location,date,sentiment
2024,after a recent announcement from pfizer experts say theres a large possibility the vaccine will be ready for distribution to highpriority groups by the end of covid19vaccine pfizer goodnews,RuizNews,"Denver, CO",11/10/2020 22:03,positive
2025,hindustan times biontech to price covid19 vaccine below market rates covid19vaccine hindustantimes,nippynews,,11/10/2020 22:00,neutral
2026,pfizer announces that its covid19 vaccine is effective trials are continuing covid19vaccine coronavirus coronavirusvaccine vaccinetrials vaccine pfizer publichealth,TheAdvocateIsIn,,11/10/2020 21:48,positive
2027,the next stimulus check needs to be tied to getting the covid19vaccine no vaccine need to pay the check back when you do your taxes,edmenendez,WA,11/10/2020 21:46,negative
2028,versamunebased covid19 vaccine pds0203 prioritized for clinical development by pdsb and farmacore after successful meeting with brazilian drug regulatory agency coronavirusvaccine covid19vaccine,PDSBiotech,"Princeton, NJ",11/10/2020 21:06,positive
2029,you might have twitter truth of the month john about liarlindseygraham well unless you add vapidivankas late lie about covid19vaccine which is nowhere near ready but what about kamericans daddy killed from coronavirus trustscience,LauraBergerol,"New Orleans, LA",11/10/2020 20:51,negative
2030,spoke to s about the pfizer covid19vaccine including how long it lasts,Malaghan_Inst,"Wellington, New Zealand",11/10/2020 20:38,neutral
2031,pollack signs of optimism news that pfizer and biontech have had excellent results with its covid19vaccine trials has the mondaymorningquarterback hopeful that we are on the cusp of a significant turnaround,roselawgroup,"Scottsdale, AZ",11/10/2020 20:35,positive
2032,pfizers announcement about its covid19vaccine is promising but regenstrief vp is urging people not to get too excited read his thoughts in,Regenstrief,"Indianapolis, IN",11/10/2020 20:34,positive
2033,covid19 pfizer covid19vaccine the woman leading vaccine efort,Micke_Mendoza,Mexico,11/10/2020 20:29,neutral
2034,worldnews covid19vaccine gna promising vaccine results inject optimism into leading stock markets,news_ghana,"Accra, Ghana",11/10/2020 20:28,positive
2035,just out from most states aren t ready to distribute the leading covid19vaccine by amp covid19pandemic covid19vaccines pfizervaccine states,chrishendel,"Vermont, US",11/10/2020 20:19,positive
2036,not least that the covid19vaccine has to be kept at minus degrees fahrenheit yep thats gon na present someissues,lamarshall,"Durham, NC",11/10/2020 20:15,positive
2037,proclaimed victory my final thought do your research amp formulate your own opinions that aren t based off of irrational fear trump2020 maga covid19vaccine factsoverfeelings liberallies,freedomistruth7,,11/10/2020 20:10,negative
2038,any decision that expands the diversity of clinical trials should have happened a long time ago read about underrepresentation in covid19 clinical trials amp check out our covid19vaccine event to learn more,Wilson_MHI,"Washington, DC",11/10/2020 20:09,positive
2039,cvcs equity crowdfunding campaign is officially open do you want to own a piece of new zealands own biobead covid19 vaccine company read the risk warning and information memorandum below covid19vaccine covid19 equitycrowdfunding invest,pledgeme,New Zealand & Australia,11/10/2020 20:08,negative
2040,this week announced early results from its covid19vaccine trial stating the vaccine has been found to be more than effective dr paul offit director of our vaccine education center spoke with about how it works,ChildrensPhila,"Philadelphia, PA",11/10/2020 20:00,positive
2041,pfizer covid19vaccine very promising but has cold chain issues who,ndtv,India,11/10/2020 19:57,positive
2042,as drug companies race to develop covid19 vaccines they are and will continue to be targets of cyber attacks tuesdaythoughts covid19vaccine covid19 cybersecurity phishing tekmonks,tekmonks,"Washington, DC",11/10/2020 19:44,negative
2043,when the has spent the past x decades demonizing immigrants yet the people who came up with the covid19 covid19vaccine vaccine in germany at least are muslim immigrants from turkey pfizers ceo is greek immigrants make nations good,TheJoshHill3,A Blue County in a Red State,11/10/2020 19:30,positive
2044,live now our ceo paul hudson is on with talking covid19vaccine and more fightcovid19 sanofiacts,jlumbreras13,"Madrid, EspaÃ±a",11/10/2020 19:18,neutral
2045,early data for pfizerbiontech candidate covid19vaccine look promising but many unanswered questions remain covid19 vaccine,PharmPracNews,New York,11/10/2020 19:15,positive
2046,do factors associated with being black or white in the united states influence attitude and behavior about the flu vaccine s examines recent evidence and what it may mean for a forthcoming covid19vaccine,fhi360research,Global,11/10/2020 19:12,positive
2047,i cover why the stock market is soaring to new highs right now as well as the new pfizer covid19 vaccine that could change the trajectory of the impact the coronavirus has on our everyday lives vaccine covid19vaccine coronavirusvaccine,loganallec,"Santa Clarita, CA",11/10/2020 19:02,positive
2048,another covid19vaccine trial comes to michigan as beaumont announces study the latestage study of azd1222 at beaumonts royal oak hospital and seeks people ages or old in good health or with stable underlying conditions to join the trial,HappilyH,,11/10/2020 19:01,positive
2049,this vaccine was developed independent of operation warp speed and without federal funding so tell me how exactly the superspreaderinchief delivered on his ambitious goal of having a safe amp effective covid19vaccine vanky trumpcrimefamily justiceiscoming teamjustice,PC2DC,,11/10/2020 19:00,positive
2050,first covid19vaccine doses to go to health workers say cdc advisers npr,ThisIsCANVax,Canada,11/10/2020 19:00,neutral
2051,this week we are learning about adaptive immunity and antibodies it is also the week the covid19vaccine news came out haven t looked to much into it yet but what a time to study and learn medicine,BCBS75,"Seattle, WA",11/10/2020 18:50,neutral
2052,early data for pfizerbiontech candidate covid19vaccine look promising but many unanswered questions remain covid19 vaccine,IDSE_Online,"New York, NY",11/10/2020 18:48,positive
2053,the fact that the world is discussing how to properly care for and store a covid19vaccine makes the vaccine feel one step closerthis is very encouraging news,skishore,"San Jose, CA",11/10/2020 18:43,positive
2054,trump and operationwarpspeed are not responsible for the covid19 vaccine developed by pfizer didnt take a dime from the government pass it on election2020 trumpmeltdown vaccine covidvaccine covid19vaccine,bunkeymunky,"Brooklyn, NYC",11/10/2020 18:23,negative
2055,we welcome the news from the clinical trial for a covid19vaccine regardless of any success there will continue to be covid19 hospital admissions and effective treatments are as important as ever covid19treatment drugdiscovery,NovaBiotics,"Aberdeen, UK",11/10/2020 18:15,positive
2056,the mrna vaccine candidate developed by us drugs giant pfizer and german biotech partner biontech is over effective in preventing covid19 the companies said in a preliminary report from their phase trial covid19vaccine coronavirus,CHEManager_EU,"Weinheim, Germany",11/10/2020 18:12,positive
2057,suddenly might not be so bad after all if s covid19vaccine and others like it are able to be widely distributed within the first half of the year the global economic outlook could get a major revision upwards in the coming weeks,globalive,Canada,11/10/2020 18:11,negative
2058,newsies with a covid19vaccine on the horizon please god youll need expert commentary on overcoming antivaxxers skepticism hmu to interview study author brett bricker,rickhellman,"Prairie Village, KS",11/10/2020 18:00,negative
2059,a vaccine that usually takes years to produce is suddenly ready in record time wonderful covid19vaccine biontech,mel_galore,Frankfurt,11/10/2020 17:42,positive
2060,thalidomide is trending because people are comparing it to the covid19vaccine an entirely new level of stupid i didnt think we would be able to attain this year but here we are covid19 vaccinate,crimescenevegas,,11/10/2020 17:41,negative
2061,so out of curiosity would you have the covid19vaccine,suecoo66,Essex,11/10/2020 17:37,neutral
2062,early data for pfe covid19vaccine shows efficacy and the fda grants an eua for bamlanivimab the covid19 antibody from lly,Prescriberight,,11/10/2020 17:36,positive
2063,i lack a word like nationalisation for taking a global ownership of a covid19vaccine it s certainly not globalisation will the un and who stand up please to put humanity s interests above pfizer s an alternative approach is to demand that pfizer becomes a cooperative,paulcrosland,"Hastings, England",11/10/2020 17:31,positive
2064,global confirmed cases surpassed m yesterday the current rate of change is fast than it was for the last m cases now averaging k new cases per day us india brazil france and russia are the five countries with the most confirmed cases covid19vaccine,Oht20media,,11/10/2020 17:28,neutral
2065,covid19vaccine bbcyourquesdtion goodnews ill try and be patient bharat in the meantime whoopee as an year old as you know im on the nd we expect to be th in line to receive the vaccine after care home residents and staff also health workers,Peter__Lewis,Sheffield Rotherham,11/10/2020 17:27,positive
2066,brazil stops test of covid19vaccine developed by china reasonsevere adeverse event vankapro brazil halts test of chinese covid19 vaccine after severe adverse event,vankapro,,11/10/2020 17:26,negative
2067,i hope we deny access to the covid19vaccine to all those covidhoaxers and antimaskers that is only fair,meltroutkids,,11/10/2020 17:22,positive
2068,i have faith in our public health care system and health canada yes of course i will get the vaccine to protect myself and vulnerable family members it s the selfless thing to do covid19 covid19vaccine,michellevk1964,Ontario Canada,11/10/2020 17:22,positive
2069,pfizers experimental covid19vaccine is more than effective based on initial trial results,IHCA_LngTrmCare,"Springfield, IL",11/10/2020 17:09,positive
2070,pfizer and biontech covid19 vaccine announcement is promising qatar to receive by end of or early moph iloveqatar qatar qatarnews yoursafetyismysafety covid19vaccine,ILQLive,"Doha, Qatar",11/10/2020 16:35,positive
2071,live now our ceo paul hudson is on with talking covid19vaccine and more fightcovid19 sanofiacts,sanofi,Paris,11/10/2020 16:32,neutral
2072,expected million doses to be produced this year and an additional billion next year will you be lining up to get the vaccine or do you think it could potentially do more harm than good thetennesseeconservative nationalnews covid19vaccine,TnCoNews1,"Chattanooga, TN",11/10/2020 16:22,negative
2073,four reasons for encouragement based on the pfizer covid19vaccine results coronavirusvaccine covid19 coronavirus vaccine vaccination virology rna mrna via,sjpetherbridge,"Dublin City, Ireland",11/10/2020 16:16,positive
2074,get in touch on or infocom to speak to our team today to discuss your cooling requirements or visit covidvaccine covid19 covid19vaccine pharma pharmaceutical lifescience astrazeneca pfizer science,JDCoolingGroup,United Kingdom,11/10/2020 16:14,neutral
2075,degrees of cooling jd cooling offering critical environments from c to c the perfect solution for vaccine storage covidvaccine covid19 covid19vaccine pharma pharmaceutical lifescience astrazeneca pfizer science,JDCoolingGroup,United Kingdom,11/10/2020 16:14,positive
2076,everyone is so happy for the covid vaccine to come out but most people probably won t take it they don t take the current vaccines so you think they will take a new one covid19vaccine,JetDoc87,,11/10/2020 16:14,positive
2077,for the love of god i hope this is shared worldwide and not only in rich countries if not it says a lot about our state of humanity covid19vaccine coronavirus vaccine eu reaches deal with pfizer biontech,MechiBoettger,"Essen, Nordrhein-Westfalen",11/10/2020 16:11,positive
2078,how will we know if a covid19vaccine is safe,PharmacyU,"Toronto, Ontario",11/10/2020 16:03,positive
2079,brazil has suspended the finalstage trial of a chinese coronavirus vaccine candidate which is from sinovac biotech ltd after the vaccine developed a serious adverse event brazil chinesecovid19vaccine sinovacbiotech covid19vaccine coronavirusvaccine coronavirus mangonews,Mango_News,Hyderabad,11/10/2020 15:45,negative
2080,to price covid19vaccine below typical market rates,PharmacyU,"Toronto, Ontario",11/10/2020 15:44,neutral
2081,if pfitzer can get maybe million doses by end of year we have about million susceptible people in us about million had disease this far think about that to get herd immunity we need to vaccinate at least million in us alone covid19vaccine,drmcavanagh,"Boston, MA",11/10/2020 15:41,negative
2082,encouraging phase results very early days canadian company says its covid19vaccine spurred promising antibody response in phase of trials,PharmacyU,"Toronto, Ontario",11/10/2020 15:36,positive
2083,the new covid19vaccine is at the forefront of the news on nov we talk vaccines with clinical ethicist infectiologist and science journalist in our online seminar on covid register now,SKWJ_ASJS,,11/10/2020 15:30,neutral
2084,hindustan times international biontech to price covid19 vaccine below market rates covid19vaccine hindustantimesinternational,nippynews,,11/10/2020 15:30,neutral
2085,to tackle the crisis due to the pandemic mcdonald s corporation came up with a new growth strategy accelerating the arches readnow mcdonalds hellohappiness burgers happymeal covidvaccine covid19vaccine coronavirus covid19pandemic,MirrorReview1,"Pune, India",11/10/2020 15:30,negative
2086,pfizer and biontech achieved positive results on covid19 vaccine can this vaccine pull airlines out of the month long quarantrine airlines aircanada covid19vaccine pfizer,PujaTayal,"Mumbai, India",11/10/2020 15:20,positive
2087,the world is waiting for an effective covid19vaccine and it seems that a highly desirable scenario is around the corner join our covid19series today cet where we will discuss this development amp whether we can be optimistic about the near futuregt,Virology_Edu,Global,11/10/2020 15:16,positive
2088,covid19 vaccine return to office or work from home for more cpg retail news visit covid19vaccine cpg consumergoods fmcg fastmovingconsumergoods retail news cpgconnectnews,cpgconnect,Canada,11/10/2020 15:12,neutral
2089,th covid19 vaccine euphoria sent airline stocks up but air canada stock surged and its because it did a great job in controlling losses what more can you ask for airlines aircanada earningsseason covid19recovery covid19vaccine,PujaTayal,"Mumbai, India",11/10/2020 15:09,positive
2090,pfizer says early data indicates covid19vaccine is effective cbc,ThisIsCANVax,Canada,11/10/2020 15:00,positive
2091,lets hope the vaccine will start to make a dent in infection rates in ppe covid19 covid19news covid19vaccine ppenow wearamask,RipclearUSA,"Bend, Oregon / Mt. Bachelor",11/10/2020 15:00,positive
2092,today on the show the scientist linked to the promising biontech covid19 vaccine dr thomas madden ceo of acuitas therapeutics on the new breakthrough they say is effective covid19 vaccine covid19vaccine podcast,CFROthepulse,"Vancouver, B.C.",11/10/2020 14:55,positive
2093,interesting re the novavax covid19vaccine trial diff vaccine trial from the pfizer trial,suzannechowla,San Francisco Bay Area,11/10/2020 14:52,neutral
2094,with the availability of covid19vaccine the healthcare industry is expected to gain significant benefits and emerge as a key investment theme for more information on our healthcare index series reach out to us at infocom indxx healthcareinnovation vaccine,IndxxIndices,"New York, NY,",11/10/2020 14:47,positive
2095,general practice to administer covid vaccine in care homes des reveals gps primarycarenetworks covid19vaccine,boltongpfed,"Bolton, England",11/10/2020 14:45,positive
2096,cyprus reports new covid19 cases from relatively small number of tests and new record of inpatients cyprus coronavirus coronaviruscyprus covid19 covid19cyprus covid19tests cyprusairports cypruspolice cypruslockdownmeasures covid19vaccine,Parikiaki,London,11/10/2020 14:42,positive
2097,on the super topical subjects of vaccines resilience and longevity i have just signed up to listen to prof sarah gilbert speak on thursday you can still register here covid19vaccine,MerrynSW,,11/10/2020 14:38,positive
2098,what if a covid19vaccine makes the markets crash to the march lows,miketondu,"Boston, MA",11/10/2020 14:37,negative
2099,german biotech firms strategy head said the price tag of the vaccine would reflect the financial risks that its privatesector investors have incurred coronaviruspandemic covid19vaccine,bsindia,India,11/10/2020 14:30,negative
2100,clear consistent messaging from president elect gives us a chance to get our national act together on covid19 especially w a covid19vaccine getting close to reality for talking w me for this piece,SemaSgaier,"Washington, DC",11/10/2020 14:25,positive
2101,should we believe or be skeptical of the covid19 announcement by pfizer means we will have a covid19vaccine that works,drmikeny,"New York City, New York, USA",11/10/2020 14:19,negative
2102,the man behind the vaccine that could stop covid19 covid19vaccine,drmikeny,"New York City, New York, USA",11/10/2020 14:09,negative
2103,two emigrants of turkish origin ugur sahin and ozlem tureci are at the heart of the new potencial vaccine migrantes migration migranti migracoes migraciones oneworld vaccine covid19 covid19vaccine pfizervaccine pfizer biontech,DuarteBueAlves,Paris,11/10/2020 14:08,neutral
2104,do you need the covid19vaccine if you have already had covid19,truthorbare,Scotch-land,11/10/2020 14:03,neutral
2105,brazil stops test of covid19vaccine developed by china reasonsevere adeverse event vankapro brazil halts test of chinese covid19 vaccine after severe adverse event,vankapro,,11/10/2020 13:59,negative
2106,thank you for coming to visit the team and a big thank you to for funding our refreshments station for participants in the covid19vaccine research study,LTHTResearch,Research & Innovation Centre,11/10/2020 13:44,positive
2107,the new covid19vaccine needs to be stored at c to be effective has the uk got freezers capable of this wonder who will get the contract what happens if vaccines are not refrigerated,Sligogirls,UK,11/10/2020 13:37,positive
2108,bbc asian markets rally on covid19 vaccine hopes covid19vaccine marketsrally bbc,nippynews,,11/10/2020 13:30,positive
2109,exciting but there are still important questions to be addressed covid19vaccine,AOsorioOliveira,"Stockholm, Sweden",11/10/2020 13:29,positive
2110,stay updated with the late news covid19vaccine nagornokarabakh fedreport,ftdlimited,British Virgin Islands,11/10/2020 13:29,neutral
2111,does the news of s covid19vaccine change the dynamic for hybrid work environments and remotework especially with the second wave of the pandemic surging in the us and globally it doesn t the need for a hybrid workforce is clear hrtechnology,VictorAssad2,"Scottsdale, AZ",11/10/2020 13:29,positive
2112,sure thing the antiscientist very stable genius and a totally smart person himself might have as well been uur ahin zlem treci and their company with funding of tax payers in germany but what do i know vaccine covid19vaccine trumpliespeopledie,believethehype,Germany,11/10/2020 13:25,positive
2113,spain expects to receive mln pfizer vaccine doses in early spanish health minister pfizervaccine covid19vaccine salvadorilla moscow,uniindianews,"New Delhi, Delhi",11/10/2020 13:17,neutral
2114,dr cleo kontoravdi returned to this morning to explain the challenges of rolling out a covid19vaccine that requires cold storage from covidvaccine covid19 vaccine,ImperialChemEng,"London, England",11/10/2020 13:13,positive
2115,realistic timeline for availability of the pfizer covid19vaccine if it s authorized by midtolate december it would be available for the general public late in the second quarter or early in the third quarter of next year,lamarshall,"Durham, NC",11/10/2020 13:12,neutral
2116,covid19 stocks take a bath where is the value now that a vaccine is here feature atwt discuss ba lmt nflx amzn nlok rpd msft aapl amzn fb cybr csco carb qlys symc akam splk success wealth coronavirus covid19 covid19vaccine,EmergingGrowth1,,11/10/2020 13:07,positive
2117,volunteer in covid19vaccine trial describes what its like covid19,RoccoNY1,New York City,11/10/2020 13:05,positive
2118,biontech the german company behind the potential covid19 vaccine biontech pfizer covid19vaccine,andrewsduncan1,London. United Kingdom,11/10/2020 13:05,neutral
2119,will a covid19vaccine see companies flocking back to the office or has officeculture fundamentally changed for good remoteworking wfh,WhiteSpotComms,"Kent, England",11/10/2020 13:04,positive
2120,good to see social media giants working with the uk government to tackle dangerous disinformation about covid vaccines covid19 covid19vaccine,a_compson,,11/10/2020 13:00,negative
2121,always enlightening to hear from and his insight today about covid19vaccine helped sharpen the mind he s pleased but cautious too listen to my interview here,ChurchfieldJE,"Cornwall, UK",11/10/2020 12:59,positive
2122,could then be used for other vaccinationmedical aid programmes in the future covid19vaccine thegatesfoundation pfizer,thescornwall,"London, England",11/10/2020 12:55,neutral
2123,epaz epazz epaz deskflex desk scheduling software will release vaccine management solution as part of covid compliance features cydy azn bbio pfe rhhby canf epix mrk gnca sybx xyn regn coronavirus covid19 covid19vaccine covid19cure,EmergingGrowth1,,11/10/2020 12:53,positive
2124,the startup adimab is slashing drugdevelopment time in half which can be a big help in discovering a covid19vaccine check out s chat w ceo tillman gerngross amp subscribe to our channel at for more great content,GlobaliveMedia,,11/10/2020 12:43,positive
2125,why are you crying baby complaining about a covid19vaccine when you claimed to have not just but cures hydroxychloroquine regeneron,shooter_tommy,United Kingdom,11/10/2020 12:36,negative
2126,more detail on the covid19vaccine deal for gps,KlinikUK,United Kingdom,11/10/2020 12:33,neutral
2127,variety of face masks and mink coat for sale going cheap and that s more than i can say for the budgie covidvaccine covid19vaccine minkgate,nolittleboy,Everywhere,11/10/2020 12:32,neutral
2128,india reported over covid19 cases today the finalstage trial of a chinese covid19vaccine candidate has been halted in brazil audiindia has announced a price increase of up to amp other top stories making news throughout the day,HTSmartcast,,11/10/2020 12:31,positive
2129,so obvious president has supervised the new acclaimed possible covid19vaccine from pfizer so folks dont accept it honest it will kill you,Woliwo34,,11/10/2020 12:27,negative
2130,the mrna vaccine candidate developed by us drugs giant pfizer and german biotech partner biontech is over effective in preventing covid19 the companies said in a preliminary report from their phase trial covid19vaccine coronavirus,CHEManager_EU,"Weinheim, Germany",11/10/2020 12:11,positive
2131,theyve done studies you know of the time it works every time covid19vaccine,AyyV20,Roselle,11/10/2020 12:09,neutral
2132,interesting read for those in humanresources as a covid19vaccine appears close to reality this is the time for employers to weigh the options and make decisions about vaccination policies click here to read more covid19 vaccine hr,_maximusrose,"Toronto, Ontario",11/10/2020 12:01,positive
2133,promicing news about covid19vaccine but still a long way ahead,taijohL,Finland,11/10/2020 11:58,neutral
2134,has tapped as distributor for its covid19vaccine candidate in japan the drugmaker will import and distribute the vaccine from early next year as well as handle local regulatory approvals the original contract is for m doses,CHEManager_EU,"Weinheim, Germany",11/10/2020 11:57,positive
2135,in todays responsiblebusiness amp sustainabilitynews uk to make climaterisk reports mandatory covid19vaccine wealthy countries must not hoard supplies mcdonald s to introduce plantbased burgers australia unveils b energyroadmap in renewables,CCitizenship,Global,11/10/2020 11:46,positive
2136,will you be taking the covid19vaccine when available,ChildFreeChick,"Ontario, Canada",11/10/2020 11:44,neutral
2137,while a covid19vaccine seems pretty near it is clear that most of the western world governments may not go for all out rollout self developed immunity is crucial in the fight and will remain so alongside any forthcoming vaccine,Shekhartyagi4u,,11/10/2020 11:40,positive
2138,extending its winning streak for the seventh straight session equity benchmark sensex soared points to scale another lifetime high on tuesday tracking a global market rally driven by pfizers covid19vaccine trials data,NH_India,"New Delhi, India",11/10/2020 11:24,positive
2139,comingup at am on another update from on the vaccine front also this mornings votenow question will you get a covid19vaccine when it is available covid19 coronavirus covidvaccine coronavirusvaccine wfsbthisam,NicoleNalepaTV,"Hartford - New Haven, CT",11/10/2020 11:18,neutral
2140,covid19vaccine accuses pfizer of delaying announcement to deny him win,DhakaTribune,"Dhaka, Bangladesh",11/10/2020 11:17,neutral
2141,although there are still further safety checks to be done a covid19 vaccine may soon be ready to be rolled out but what does the uk prime minister say about it covid19vaccine covid19 pfizer coronavirus,Islamchannel,"London, UK.",11/10/2020 11:10,positive
2142,neat to see a cooperation behind the most promising covid19vaccine yet biontech pfizer,BertelsmannFdn,"Washington, DC",11/10/2020 11:06,positive
2143,shaking so hard he cracked a tooth covid19vaccine,markoneill04,UK,11/10/2020 11:05,negative
2144,physicians ugur sahin and oezlem tuereci who bonded over their love of medical research are the married couple behind the covid19 vaccine that could change the world biontech coronavirusvaccine covid19 covid19vaccine oezlemtuereci pfizer ugursa,CFOPUBREL,Nigeria,11/10/2020 11:02,positive
2145,pfizer s covid19 vaccine found to be effective national principal investigator pfizer vaccine dr essack mitha gives more details on the data they have so far middayreport covid19vaccine letswalkthetalk,Radio702,"Gauteng, South Africa",11/10/2020 10:58,positive
2146,it would be just my luck to contract covid and perish on the th of november covid19vaccine,Fishy_lad,"Darwen, Lancs",11/10/2020 10:57,positive
2147,what temp is the kent countryside in january brexitreality brexitshambles covid19vaccine,AlarmistUK,Earth,11/10/2020 10:57,neutral
2148,if you wonder why media gives billgates so much publicity the reason is he is paying for it and he wants his vaccine money back few million dead and damaged doesnt matter for him via covid19 covid19vaccine,angelovalidiya,Milky Way,11/10/2020 10:45,negative
2149,first biden becoming president then a covid19vaccine trial being successful cmon you got to be a good one,CristianaDeLia,London,11/10/2020 10:41,positive
2150,great short read article here from last month which helps answer questions around what reinfections mean for covid19 and the covid19vaccine,DrSarahLCook,"Cambridge, England",11/10/2020 10:38,positive
2151,prateek agrawal ask im discuss the promise of a covid19vaccine and joebidens win in uselections2020 that has set the stage for a globalrally and whether these valuations leave a lot of room on the upside with of pms,ASK_WM,"Mumbai, India",11/10/2020 10:38,positive
2152,icymi our recent africadialogues webinar on preparing african countries for covid19vaccine listen to the recordings at dont forget to join us on rd dec as we engage on the reflections and challenges of covid19africa staysafe,Amref_Worldwide,"Kenya, Global Headquarters",11/10/2020 10:38,positive
2153,tufton cautiously optimistic after pfizer announcement covid19vaccine,JamaicaObserver,"Kingston, Jamaica",11/10/2020 10:30,positive
2154,europeanunion is about to sign a contract with pfizer and biontech for up to million doses of its experimental covid19 vaccine after the companies found it to be more than percent effective covid19vaccine germany science,This_is_Europe,,11/10/2020 10:17,positive
2155,covid19vaccine percent effective in first analysis pfizer says nbc news,Sollencia,United States,11/10/2020 10:04,positive
2156,ethealthworld trump accuses fda and pfizer of withholding covid19 vaccine announcement before elections covid19vaccine nancypelosi joebiden coronavirus pfizer donaldtrump,ETHealthWorld,"Noida, India",11/10/2020 10:00,negative
2157,insurance shares surged following pfizers announcement that it had developed together with german biotech firm biontech se a covid19vaccine that was more than successful based on trials,cint,"Netherlands, Lelystad",11/10/2020 9:47,positive
2158,we are delighted to have the renowned dr anthony fauci presenting on the covid19vaccine at hiv pediatrics we could not hope for a more insightful perspective on this topic find out more and register here gtgt covid19 hivped,Virology_Edu,Global,11/10/2020 9:47,positive
2159,healthy people an important but underreported effect of immigration repeat to anyone who listens turkish immigrants working in germany created the biontech pfizer covid19vaccine,danielerasmus,Amsterdam (I do try),11/10/2020 9:46,positive
2160,wait less than of people die of covid19 now they have a vaccine covid19update vaccine coronavaccin coronavirusvaccine covid19vaccine,MidEastEuropean,FLANDERS ðŸ¦ - EUROPE,11/10/2020 9:41,negative
2161,matthancock told that there were many hurdles still to clear and the government would not deploy the shot until it was confident in its clinical safety uk covid19vaccine,dt_next,"Chennai, India",11/10/2020 9:38,positive
2162,masks socialdistancing and improving testandtrace are still vital priorities and likely to remain so for the most of despite yesterdays promising covid19vaccine news from pfizer biontech of tells of,SussexUniPress,"Falmer, near Brighton",11/10/2020 9:28,positive
2163,wealthy countries already hoarding breakthrough vaccines learn more here covid19 covid covid19vaccine,hippocraticpost,"London, England",11/10/2020 9:14,positive
2164,the promising news of the covid19vaccine might have you wondering what are rna vaccines check out briefing on the topic here rnavaccine,DrSarahLCook,"Cambridge, England",11/10/2020 9:08,positive
2165,some useful expertinsights on the distribution challenges associated with pfizers covid19vaccine from the ceo of indias large cold chain logistics provider which requires deep freezing at around oc,ClarkAllister,Belgium,11/10/2020 9:05,positive
2166,covid19vaccine bbcyourquesdtion goodnews morning annita bharat and all whoopee as an year old as you know im on the nd we expect to be th in line to receive the vaccine after care home residents and staff also health workers,Peter__Lewis,Sheffield Rotherham,11/10/2020 9:05,positive
2167,brazil halts trial of chinas sinovac vaccine coronavac covid19vaccine sinovacvaccine haltstrial braziliangovernment,uniindianews,"New Delhi, Delhi",11/10/2020 8:48,neutral
2168,possible covid19vaccine breakthrough makes measures to stop virus spread now more urgent world socialist web site,JudeJack,International,11/10/2020 8:35,neutral
2169,why pfizer s ultracold covid19vaccine will not be at the local pharmacy any time soon,DhakaTribune,"Dhaka, Bangladesh",11/10/2020 8:32,neutral
2170,covid19vaccine bbcbreakfast morning annita bharat and all whoopee as an year old as you know im on the nd we expect to be th in line to receive the vaccine after care home residents care home staff and health workers,Peter__Lewis,Sheffield Rotherham,11/10/2020 8:31,positive
2171,the mrna vaccine candidate developed by us drugs giant pfizer and german biotech partner biontech is over effective in preventing covid19 the companies said in a preliminary report from their phase trial covid19vaccine coronavirus,CHEManager_EU,"Weinheim, Germany",11/10/2020 8:11,positive
2172,this morning uk government to nhs be ready for optional vaccine from next month gt vaccine covid19vaccine coronavaccine covid19,CityAM,"London, England",11/10/2020 8:08,positive
2173,fromtheright media lies about pfizer partnership with trump administration s operation warp speed analysis by covid19vaccine pfizervaccine,AllSidesNow,United States,11/10/2020 8:00,negative
2174,covid19vaccine bbcbreakfast morning annita and all whoopee as an year old im on the nd we expect to be th in line to receive the vaccine after care home residents care home staff and health workers,Peter__Lewis,Sheffield Rotherham,11/10/2020 7:59,positive
2175,we discuss the major market events for the week that will impact the currency market uselection zar emergingmarkets covid19vaccine,andre_treas1,"Somerset West, South Africa",11/10/2020 7:55,neutral
2176,we discuss the major market events for the week that will impact the currency market uselection zar emergingmarkets covid19vaccine,WCilliers,"Pretoria, South Africa",11/10/2020 7:55,neutral
2177,treasuryone chief currency dealer wichard cilliers and currency strategist andre cilliers discuss market events for the week that will impact the currency market uselection zar emergingmarkets covid19vaccine,henniedk,Pretoria,11/10/2020 7:54,neutral
2178,treasuryone chief currency dealer wichard cilliers and currency strategist andre cilliers discuss the major market events for the week that will impact the currency market uselection zar emergingmarkets covid19vaccine,TreasuryONE,Pretoria,11/10/2020 7:53,neutral
2179,raise hands who agree on vaccinesocialism vaccine socialism vaccines are public goods and everyone should have equal access irrespective of their income race nationality and belief vaccineswork covid19vaccine,kandelnirmal,"Geneva, Switzerland",11/10/2020 7:49,positive
2180,the people jumping up and down protesting about wearing a mask will soon be jumping up and down wanting to be at the front of the queue for the covid19vaccine covid19 coronavirus,OYFtheBook,United Kingdom,11/10/2020 7:45,neutral
2181,us drugmaker pfizer and its german partner biontech se declared that their covid19vaccine had demonstrated more than more fda dmc covid19,nepalisansar4u,Nepal,11/10/2020 7:43,neutral
2182,join hands with to facilitate people for the covid19 vaccine phase iii clinical trials in pakistan via ufone ajmpharma cansinobiologics covid19vaccine newpost,TheDailyNewsPK,karachi based,11/10/2020 7:41,positive
2183,american politics is none less than indian politics must read joebiden donaldtrump america covid19 covid19vaccine trump trumpvsbidenfight,deepadoc,"Jaipur, India",11/10/2020 7:40,neutral
2184,matthancock told that there were many hurdles still to clear and the government would not deploy the shot until it was confident in its clinical safety covid19vaccine uk,PeninsulaQatar,Qatar,11/10/2020 7:35,positive
